"ID Científico","Nombre Completo","Especialidad","Grado Académico","Institución","País","Nivel de Acceso","Estado","Correo Electrónico","Fecha Nacimiento","Fecha Ingreso","Publicaciones"
"CE-69303","Ramón Jiménez Guerrero","Criobiología","Ph.D. en Química","Universidad Nacional de Colombia","España","NIVEL-3 Confidencial","En revisión","ramón.jiménez.guerre@progenitor.edu","11/07/1995","05/07/2010","4"
"CE-69158","Patricia Castro Jiménez","Neurociencias","Ph.D. en Ciencias Biológicas","Centro Internacional de Agricultura Tropical","Colombia","NIVEL-2 Restringido","Activo","patricia.castro.jimé@hcf-research.net","09/10/1988","21/08/2021","50"
"CE-82520","Miguel Díaz Jiménez","Nanotecnología Biomédica","Ph.D. en Neurociencias","Universidad del Cauca","Brasil","NIVEL-1 Básico","Suspendido","miguel.díaz.jiménez@arklay-science.com","16/04/1986","10/12/2018","40"
"CE-42912","Elena González Rodríguez","Parasitología Molecular","Doctorado en Biología Molecular","CINARA","Uruguay","NIVEL-4 Secreto","Activo","elena.gonzález.rodrí@umbrella-corp.com","07/02/1962","27/06/2011","18"
"CE-86547","Eduardo Muñoz Vega","Neurociencias","M.Sc. Genómica","Universidad Tecnológica de Pereira","Chile","NIVEL-2 Restringido","Suspendido","eduardo.muñoz.vega@arklay-science.com","20/04/1979","16/10/2014","55"
"CE-65912","Paula García Martínez","Microbiología Clínica","Ph.D. en Neurociencias","Universidad del Cauca","México","NIVEL-4 Secreto","Suspendido","paula.garcía.martíne@nest-lab.org","04/11/1972","15/09/2017","42"
"CE-85353","Gustavo Muñoz Herrera","Farmacología Experimental","Ph.D. en Ciencias Biológicas","Universidad de Córdoba","Argentina","NIVEL-4 Secreto","En revisión","gustavo.muñoz.herrer@arklay-science.com","14/02/1977","13/04/2010","109"
"CE-73529","Lucía Ortega Ramos","Oncología Molecular","Ph.D. en Farmacología","UNAL Medellín","Perú","NIVEL-2 Restringido","Activo","lucía.ortega.ramos@nest-lab.org","16/10/1967","16/01/2013","92"
"CE-43262","Claudia Sánchez Delgado","Epidemiología Computacional","Doctorado en Biología Molecular","Universidad de los Andes","Venezuela","NIVEL-2 Restringido","Activo","claudia.sánchez.delg@umbrella-corp.com","24/02/1961","26/10/2020","36"
"CE-19240","Laura García Guerrero","Inmunología Avanzada","Doctorado en Biología Molecular","Universidad del Cauca","España","NIVEL-2 Restringido","Activo","laura.garcía.guerrer@nest-lab.org","24/08/1993","19/12/2019","42"
"CE-44207","Daniela Ramos Castro","Biotecnología Genómica","Ph.D. en Bioquímica","CINARA","Venezuela","NIVEL-3 Confidencial","Activo","daniela.ramos.castro@hcf-research.net","09/10/1969","05/12/2020","90"
"CE-47367","Paola Ramos González","Oncología Molecular","Doctorado en Biología Molecular","Universidad de Antioquia","Colombia","NIVEL-5 Umbra","Activo","paola.ramos.gonzález@progenitor.edu","11/03/1990","11/09/2017","34"
"CE-41623","Elena Fernández Salazar","Biotecnología Genómica","Doctorado en Biología Molecular","Universidad del Valle","Venezuela","NIVEL-3 Confidencial","Activo","elena.fernández.sala@umbrella-corp.com","09/03/1990","05/06/2021","27"
"CE-17190","María Mendoza Rodríguez","Nanotecnología Biomédica","Ph.D. en Bioquímica","Universidad Nacional de Colombia","Argentina","NIVEL-1 Básico","Activo","maría.mendoza.rodríg@hcf-research.net","22/02/1980","16/12/2014","64"
"CE-64582","Lucía Martínez Ramos","Criobiología","Ph.D. en Bioquímica","Universidad de Antioquia","Ecuador","NIVEL-3 Confidencial","Activo","lucía.martínez.ramos@progenitor.edu","15/03/1965","21/10/2013","48"
"CE-63693","Gabriela Castro Ríos","Microbiología Clínica","M.D. Ph.D.","Universidad de los Andes","Ecuador","NIVEL-4 Secreto","En revisión","gabriela.castro.ríos@progenitor.edu","03/09/1995","14/08/2016","106"
"CE-95861","Ricardo Delgado González","Microbiología Clínica","Ph.D. en Farmacología","Universidad Tecnológica de Pereira","Colombia","NIVEL-3 Confidencial","Activo","ricardo.delgado.gonz@hcf-research.net","03/12/1993","03/11/2020","11"
"CE-92483","Sofía González Guerrero","Oncología Molecular","Doctorado en Microbiología","Pontificia Universidad Javeriana","Chile","NIVEL-2 Restringido","En revisión","sofía.gonzález.guerr@hcf-research.net","18/12/1968","12/02/2013","118"
"CE-89049","Patricia Fernández Salazar","Biología Sintética","M.Sc. Genómica","CINARA","Chile","NIVEL-4 Secreto","Activo","patricia.fernández.s@umbrella-corp.com","21/05/1985","01/03/2019","103"
"CE-42858","Miguel Martínez García","Inmunología Avanzada","Ph.D. en Bioquímica","Colciencias","Perú","NIVEL-5 Umbra","Activo","miguel.martínez.garc@umbrella-corp.com","04/04/1964","18/11/2012","117"
"CE-92417","Héctor Medina Vargas","Bioquímica Estructural","Ph.D. Bioinformática","Universidad Nacional de Colombia","Argentina","NIVEL-3 Confidencial","Activo","héctor.medina.vargas@progenitor.edu","14/05/1976","02/09/2017","56"
"CE-83473","Sofía Castro Romero","Biología Sintética","Ph.D. en Bioquímica","Pontificia Universidad Javeriana","Argentina","NIVEL-2 Restringido","Activo","sofía.castro.romero@arklay-science.com","15/03/1982","07/09/2022","55"
"CE-83732","Roberto Rodríguez Fernández","Neurociencias","Ph.D. en Neurociencias","UNAL Medellín","España","NIVEL-3 Confidencial","Activo","roberto.rodríguez.fe@progenitor.edu","06/05/1987","03/04/2017","43"
"CE-78859","Héctor Ramos Vargas","Microbiología Clínica","M.Sc. Genómica","Instituto Nacional de Salud","Perú","NIVEL-3 Confidencial","Activo","héctor.ramos.vargas@nest-lab.org","26/06/1973","06/09/2014","58"
"CE-39773","Mariana Castillo Morales","Nanotecnología Biomédica","M.Sc. Biotecnología","Universidad Industrial de Santander","Ecuador","NIVEL-5 Umbra","Activo","mariana.castillo.mor@nest-lab.org","15/09/1986","10/05/2012","1"
"CE-29519","Valentina Morales García","Bioquímica Estructural","M.Sc. Genómica","Universidad de los Andes","Brasil","NIVEL-3 Confidencial","Suspendido","valentina.morales.ga@umbrella-corp.com","19/05/1982","06/06/2017","8"
"CE-22572","Patricia López Fernández","Biología Sintética","Ph.D. en Ciencias Biológicas","Centro Internacional de Agricultura Tropical","Perú","NIVEL-3 Confidencial","En revisión","patricia.lópez.ferná@hcf-research.net","14/06/1987","14/01/2014","74"
"CE-60789","Sergio Jiménez Torres","Farmacología Experimental","Doctorado en Medicina","Universidad del Cauca","Chile","NIVEL-2 Restringido","Suspendido","sergio.jiménez.torre@hcf-research.net","12/10/1961","12/03/2013","114"
"CE-37737","Manuel López Medina","Oncología Molecular","Ph.D. en Neurociencias","Colciencias","Ecuador","NIVEL-2 Restringido","Activo","manuel.lópez.medina@umbrella-corp.com","14/06/1979","12/02/2019","97"
"CE-71781","María González Ríos","Biología Sintética","M.Sc. Biotecnología","Instituto Humboldt","España","NIVEL-4 Secreto","Suspendido","maría.gonzález.ríos@progenitor.edu","24/11/1965","16/11/2020","79"
"CE-73241","Luis Medina Castro","Inmunología Avanzada","M.D. Ph.D.","Universidad de Antioquia","México","NIVEL-3 Confidencial","Activo","luis.medina.castro@hcf-research.net","20/05/1992","11/05/2023","56"
"CE-45279","Miguel Ruiz Ruiz","Toxicología Ambiental","Doctorado en Microbiología","Centro Internacional de Agricultura Tropical","Venezuela","NIVEL-5 Umbra","Activo","miguel.ruiz.ruiz@umbrella-corp.com","01/03/1965","21/09/2011","91"
"CE-84206","Alejandro Díaz Pérez","Biotecnología Genómica","Doctorado en Medicina","Instituto Nacional de Salud","Chile","NIVEL-1 Básico","Suspendido","alejandro.díaz.pérez@progenitor.edu","11/07/1990","04/10/2012","40"
"CE-12927","Alejandro García Rodríguez","Toxicología Ambiental","Ph.D. en Neurociencias","Universidad Industrial de Santander","Perú","NIVEL-2 Restringido","Suspendido","alejandro.garcía.rod@progenitor.edu","03/04/1960","14/07/2017","70"
"CE-69692","Manuel Cruz Ríos","Inmunología Avanzada","M.Sc. Biotecnología","Universidad Nacional de Colombia","Uruguay","NIVEL-5 Umbra","Activo","manuel.cruz.ríos@hcf-research.net","02/03/1970","07/02/2015","102"
"CE-16957","María Vega Ramos","Criobiología","Ph.D. en Química","Universidad Nacional de Colombia","México","NIVEL-4 Secreto","Activo","maría.vega.ramos@hcf-research.net","01/10/1963","06/01/2017","120"
"CE-57271","Eduardo Castro Medina","Microbiología Clínica","Ph.D. en Neurociencias","Universidad Nacional de Colombia","Argentina","NIVEL-2 Restringido","Activo","eduardo.castro.medin@umbrella-corp.com","13/07/1984","07/10/2023","85"
"CE-12495","Ramón Ramos Martínez","Bioquímica Estructural","Ph.D. en Ciencias Biológicas","Colciencias","Colombia","NIVEL-1 Básico","Activo","ramón.ramos.martínez@progenitor.edu","26/05/1968","09/02/2014","41"
"CE-40493","Felipe Delgado Ruiz","Biotecnología Genómica","Doctorado en Microbiología","Pontificia Universidad Javeriana","Venezuela","NIVEL-4 Secreto","Activo","felipe.delgado.ruiz@umbrella-corp.com","21/10/1990","21/02/2014","83"
"CE-79466","Diego Ortega Cruz","Nanotecnología Biomédica","M.Sc. Genómica","Colciencias","Venezuela","NIVEL-3 Confidencial","Activo","diego.ortega.cruz@arklay-science.com","27/11/1995","16/07/2016","7"
"CE-64216","Héctor Ruiz Pérez","Epidemiología Computacional","M.D. Ph.D.","Universidad de Antioquia","España","NIVEL-2 Restringido","Activo","héctor.ruiz.pérez@progenitor.edu","04/01/1960","11/10/2019","68"
"CE-54726","Jorge Cruz Reyes","Genética Forense","Ph.D. en Ciencias Biológicas","Universidad Industrial de Santander","Chile","NIVEL-3 Confidencial","Activo","jorge.cruz.reyes@umbrella-corp.com","08/10/1986","28/09/2017","76"
"CE-39308","Alberto Jiménez Vargas","Bioquímica Estructural","M.Sc. Biotecnología","Universidad Tecnológica de Pereira","Brasil","NIVEL-1 Básico","Activo","alberto.jiménez.varg@arklay-science.com","17/08/1977","18/04/2014","104"
"CE-20366","Mariana Romero Jiménez","Farmacología Experimental","M.D. Ph.D.","Colciencias","Chile","NIVEL-5 Umbra","Activo","mariana.romero.jimén@nest-lab.org","02/12/1973","26/05/2014","52"
"CE-48101","Andrea González Sánchez","Toxicología Ambiental","Ph.D. en Neurociencias","UNAL Medellín","Colombia","NIVEL-2 Restringido","Suspendido","andrea.gonzález.sánc@nest-lab.org","21/09/1986","01/05/2011","16"
"CE-40807","Andrés Díaz Cruz","Oncología Molecular","Ph.D. en Neurociencias","CINARA","México","NIVEL-1 Básico","Activo","andrés.díaz.cruz@umbrella-corp.com","19/01/1974","22/07/2017","103"
"CE-24833","Alberto Medina Morales","Toxicología Ambiental","M.Sc. Biotecnología","Colciencias","Colombia","NIVEL-3 Confidencial","Suspendido","alberto.medina.moral@arklay-science.com","21/06/1986","14/07/2011","118"
"CE-57167","Lucía Jiménez Ramos","Neurociencias","Ph.D. Bioinformática","UNAL Medellín","Colombia","NIVEL-3 Confidencial","Suspendido","lucía.jiménez.ramos@arklay-science.com","11/09/1960","26/04/2014","22"
"CE-91710","Manuel Jiménez Fernández","Toxicología Ambiental","M.Sc. Genómica","Colciencias","Argentina","NIVEL-2 Restringido","En revisión","manuel.jiménez.ferná@nest-lab.org","13/11/1984","01/07/2015","25"
"CE-79065","Ramón Pérez Guerrero","Virología Molecular","Ph.D. en Bioquímica","Pontificia Universidad Javeriana","Chile","NIVEL-5 Umbra","En revisión","ramón.pérez.guerrero@progenitor.edu","24/12/1978","01/11/2010","73"
"CE-65333","Diego Sánchez Mendoza","Bioquímica Estructural","M.Sc. Genómica","Universidad Nacional de Colombia","España","NIVEL-1 Básico","Activo","diego.sánchez.mendoz@arklay-science.com","07/12/1976","03/08/2011","51"
"CE-52442","Felipe Medina Martínez","Biotecnología Genómica","Ph.D. en Neurociencias","Pontificia Universidad Javeriana","Venezuela","NIVEL-4 Secreto","Activo","felipe.medina.martín@progenitor.edu","28/04/1975","23/02/2021","105"
"CE-69214","Manuel Muñoz Vargas","Inmunología Avanzada","M.Sc. Biotecnología","Universidad de los Andes","Ecuador","NIVEL-3 Confidencial","Activo","manuel.muñoz.vargas@progenitor.edu","12/07/1967","19/05/2023","98"
"CE-95790","Alberto Vega Rodríguez","Toxicología Ambiental","M.Sc. Genómica","Universidad Industrial de Santander","Argentina","NIVEL-3 Confidencial","Suspendido","alberto.vega.rodrígu@nest-lab.org","08/02/1976","22/09/2021","69"
"CE-85822","Carlos Sánchez Cruz","Nanotecnología Biomédica","Ph.D. en Farmacología","Centro Internacional de Agricultura Tropical","Ecuador","NIVEL-4 Secreto","Activo","carlos.sánchez.cruz@nest-lab.org","24/10/1967","04/10/2021","10"
"CE-15051","Laura Fernández Medina","Parasitología Molecular","M.Sc. Biotecnología","Universidad Industrial de Santander","Brasil","NIVEL-3 Confidencial","En revisión","laura.fernández.medi@arklay-science.com","02/02/1985","06/12/2020","22"
"CE-88482","Ramón Sánchez Castillo","Genética Forense","Ph.D. en Farmacología","UNAL Medellín","Chile","NIVEL-4 Secreto","Activo","ramón.sánchez.castil@progenitor.edu","22/05/1995","19/02/2017","29"
"CE-20363","María Castillo Ramos","Oncología Molecular","Ph.D. en Química","Centro Internacional de Agricultura Tropical","Venezuela","NIVEL-2 Restringido","En revisión","maría.castillo.ramos@hcf-research.net","09/04/1992","22/07/2018","77"
"CE-35507","Camila Ramos García","Neurociencias","Doctorado en Medicina","Universidad de Antioquia","Venezuela","NIVEL-1 Básico","Activo","camila.ramos.garcía@arklay-science.com","19/09/1972","02/04/2011","88"
"CE-35937","Camila Muñoz Morales","Toxicología Ambiental","M.Sc. Biotecnología","Universidad del Valle","Colombia","NIVEL-4 Secreto","En revisión","camila.muñoz.morales@hcf-research.net","13/09/1963","03/08/2010","13"
"CE-71297","Ricardo Romero Torres","Biología Sintética","Ph.D. en Bioquímica","Universidad Industrial de Santander","Colombia","NIVEL-3 Confidencial","Suspendido","ricardo.romero.torre@nest-lab.org","01/01/1982","10/07/2019","4"
"CE-19287","Paula Martínez Martínez","Nanotecnología Biomédica","Ph.D. en Farmacología","Pontificia Universidad Javeriana","Venezuela","NIVEL-2 Restringido","Activo","paula.martínez.martí@progenitor.edu","27/11/1969","08/05/2018","34"
"CE-89592","Felipe Fernández Ruiz","Neurociencias","M.Sc. Biotecnología","Universidad de Córdoba","Uruguay","NIVEL-2 Restringido","Activo","felipe.fernández.rui@progenitor.edu","11/02/1964","24/06/2015","9"
"CE-82864","Laura Ramos Ríos","Neurociencias","Ph.D. en Química","Pontificia Universidad Javeriana","Chile","NIVEL-2 Restringido","Activo","laura.ramos.ríos@umbrella-corp.com","11/08/1971","03/06/2022","45"
"CE-62017","Luis Castillo Sánchez","Biotecnología Genómica","Doctorado en Biología Molecular","Centro Internacional de Agricultura Tropical","España","NIVEL-4 Secreto","Activo","luis.castillo.sánche@hcf-research.net","07/02/1976","26/02/2018","25"
"CE-43015","Felipe Medina Castro","Nanotecnología Biomédica","Ph.D. en Química","Colciencias","Brasil","NIVEL-2 Restringido","En revisión","felipe.medina.castro@hcf-research.net","11/12/1989","17/10/2013","60"
"CE-62581","Eduardo García Cruz","Genética Forense","Ph.D. en Neurociencias","Centro Internacional de Agricultura Tropical","España","NIVEL-2 Restringido","Activo","eduardo.garcía.cruz@umbrella-corp.com","27/12/1982","11/02/2010","109"
"CE-70004","Carlos Cruz Mendoza","Virología Molecular","Ph.D. Bioinformática","Universidad Nacional de Colombia","Uruguay","NIVEL-5 Umbra","En revisión","carlos.cruz.mendoza@progenitor.edu","11/03/1980","25/08/2022","111"
"CE-58379","Mariana Medina Salazar","Neurociencias","Doctorado en Medicina","Universidad del Valle","México","NIVEL-4 Secreto","Activo","mariana.medina.salaz@arklay-science.com","18/09/1962","18/08/2013","70"
"CE-17951","Patricia Ortega Ramos","Toxicología Ambiental","M.Sc. Genómica","Universidad de Antioquia","Argentina","NIVEL-1 Básico","Activo","patricia.ortega.ramo@nest-lab.org","09/11/1964","18/06/2011","72"
"CE-47557","Andrea García Vargas","Farmacología Experimental","Ph.D. en Farmacología","Universidad Industrial de Santander","Argentina","NIVEL-4 Secreto","Suspendido","andrea.garcía.vargas@arklay-science.com","14/07/1970","07/04/2022","111"
"CE-26210","Paola Vargas Díaz","Microbiología Clínica","Ph.D. en Farmacología","Colciencias","Venezuela","NIVEL-2 Restringido","Suspendido","paola.vargas.díaz@nest-lab.org","28/03/1966","19/12/2015","46"
"CE-24063","Catalina Fernández Castillo","Genética Forense","M.Sc. Biotecnología","Colciencias","Colombia","NIVEL-1 Básico","Activo","catalina.fernández.c@nest-lab.org","19/05/1974","06/06/2017","104"
"CE-96399","Diego Torres Castillo","Virología Molecular","Doctorado en Microbiología","Universidad de Antioquia","Uruguay","NIVEL-5 Umbra","Activo","diego.torres.castill@nest-lab.org","16/10/1984","04/07/2010","14"
"CE-95290","Andrea Mendoza Romero","Farmacología Experimental","Doctorado en Microbiología","Universidad Tecnológica de Pereira","Argentina","NIVEL-5 Umbra","Activo","andrea.mendoza.romer@progenitor.edu","06/03/1973","10/06/2015","107"
"CE-73878","María García Ríos","Inmunología Avanzada","M.Sc. Biotecnología","Pontificia Universidad Javeriana","Colombia","NIVEL-1 Básico","Activo","maría.garcía.ríos@arklay-science.com","11/04/1960","01/04/2014","93"
"CE-94983","Diego Rodríguez Martínez","Bioquímica Estructural","M.Sc. Genómica","Universidad del Valle","Colombia","NIVEL-2 Restringido","Activo","diego.rodríguez.mart@hcf-research.net","09/01/1960","13/03/2012","90"
"CE-28322","Ramón López Ortega","Neurociencias","Ph.D. en Bioquímica","Universidad de los Andes","España","NIVEL-3 Confidencial","Activo","ramón.lópez.ortega@umbrella-corp.com","26/07/1975","03/03/2015","15"
"CE-20915","Pablo García Medina","Criobiología","M.D. Ph.D.","Instituto Nacional de Salud","Perú","NIVEL-1 Básico","Activo","pablo.garcía.medina@arklay-science.com","22/11/1971","23/11/2010","47"
"CE-31865","Natalia Mendoza Reyes","Bioquímica Estructural","M.Sc. Genómica","UNAL Medellín","Colombia","NIVEL-4 Secreto","Activo","natalia.mendoza.reye@arklay-science.com","19/05/1988","23/04/2016","4"
"CE-20036","Alejandro Vega Medina","Criobiología","Ph.D. en Neurociencias","UNAL Medellín","Colombia","NIVEL-4 Secreto","En revisión","alejandro.vega.medin@arklay-science.com","13/12/1986","02/04/2014","38"
"CE-33039","Diego Ortega Ortega","Genética Forense","Ph.D. en Farmacología","Centro Internacional de Agricultura Tropical","Chile","NIVEL-4 Secreto","Suspendido","diego.ortega.ortega@nest-lab.org","16/03/1979","02/01/2014","35"
"CE-79144","Luis Pérez Guerrero","Genética Forense","Doctorado en Medicina","Universidad Tecnológica de Pereira","México","NIVEL-5 Umbra","Activo","luis.pérez.guerrero@arklay-science.com","25/05/1979","21/01/2017","37"
"CE-82351","Valentina Ortega Herrera","Parasitología Molecular","Ph.D. en Química","Universidad Nacional de Colombia","Uruguay","NIVEL-2 Restringido","Activo","valentina.ortega.her@umbrella-corp.com","15/08/1994","21/09/2012","6"
"CE-65503","Diego Martínez Ríos","Biotecnología Genómica","Ph.D. Bioinformática","Universidad Nacional de Colombia","Ecuador","NIVEL-1 Básico","Suspendido","diego.martínez.ríos@nest-lab.org","09/04/1964","13/08/2015","26"
"CE-22955","Valeria Castillo Guerrero","Bioquímica Estructural","M.D. Ph.D.","Instituto Humboldt","México","NIVEL-5 Umbra","Activo","valeria.castillo.gue@arklay-science.com","08/05/1988","14/01/2012","7"
"CE-64578","Paula Ortega Pérez","Inmunología Avanzada","Doctorado en Biología Molecular","Universidad de Antioquia","España","NIVEL-2 Restringido","Activo","paula.ortega.pérez@progenitor.edu","05/02/1966","03/09/2012","109"
"CE-51856","Valentina González Herrera","Microbiología Clínica","M.D. Ph.D.","Universidad del Valle","Perú","NIVEL-3 Confidencial","Activo","valentina.gonzález.h@progenitor.edu","18/05/1973","11/08/2022","6"
"CE-19028","Rosa Delgado Martínez","Microbiología Clínica","M.Sc. Genómica","UNAL Medellín","Brasil","NIVEL-3 Confidencial","Suspendido","rosa.delgado.martíne@arklay-science.com","28/04/1983","20/05/2010","107"
"CE-32567","Luis Muñoz Reyes","Biotecnología Genómica","Ph.D. en Bioquímica","Colciencias","Colombia","NIVEL-2 Restringido","Suspendido","luis.muñoz.reyes@arklay-science.com","19/01/1977","07/11/2012","70"
"CE-54365","Jorge Herrera Díaz","Nanotecnología Biomédica","Ph.D. en Neurociencias","Instituto Humboldt","Uruguay","NIVEL-1 Básico","Activo","jorge.herrera.díaz@umbrella-corp.com","21/06/1969","14/10/2018","85"
"CE-91558","Eduardo Pérez Guerrero","Parasitología Molecular","Ph.D. en Neurociencias","Colciencias","Ecuador","NIVEL-2 Restringido","En revisión","eduardo.pérez.guerre@hcf-research.net","13/08/1964","23/01/2010","100"
"CE-49093","Roberto López Rodríguez","Bioquímica Estructural","Ph.D. Bioinformática","Universidad Tecnológica de Pereira","Colombia","NIVEL-5 Umbra","En revisión","roberto.lópez.rodríg@hcf-research.net","14/11/1978","12/08/2016","73"
"CE-97524","María Martínez Vargas","Farmacología Experimental","Ph.D. en Neurociencias","Instituto Nacional de Salud","Chile","NIVEL-3 Confidencial","En revisión","maría.martínez.varga@progenitor.edu","01/09/1990","02/11/2018","18"
"CE-83613","Gabriela Fernández Mendoza","Microbiología Clínica","Doctorado en Medicina","Universidad de Córdoba","México","NIVEL-5 Umbra","En revisión","gabriela.fernández.m@progenitor.edu","17/12/1986","12/03/2018","38"
"CE-49901","Iván Mendoza Romero","Genética Forense","Ph.D. en Química","CINARA","España","NIVEL-4 Secreto","En revisión","iván.mendoza.romero@progenitor.edu","22/05/1965","07/08/2021","89"
"CE-28937","Claudia Romero Reyes","Parasitología Molecular","Doctorado en Biología Molecular","Instituto Nacional de Salud","Chile","NIVEL-3 Confidencial","Activo","claudia.romero.reyes@umbrella-corp.com","07/06/1985","09/09/2014","0"
"CE-82636","Gabriela Sánchez Martínez","Biotecnología Genómica","Ph.D. en Ciencias Biológicas","Universidad de los Andes","Argentina","NIVEL-5 Umbra","Activo","gabriela.sánchez.mar@progenitor.edu","05/07/1970","21/06/2021","15"
"CE-57294","Paola Jiménez Vega","Bioquímica Estructural","M.Sc. Biotecnología","Universidad de los Andes","México","NIVEL-2 Restringido","Activo","paola.jiménez.vega@arklay-science.com","17/09/1982","19/08/2020","67"
"CE-90614","Patricia López Jiménez","Parasitología Molecular","Doctorado en Medicina","Centro Internacional de Agricultura Tropical","México","NIVEL-2 Restringido","En revisión","patricia.lópez.jimén@progenitor.edu","25/10/1974","17/05/2011","40"
"CE-88453","María López Fernández","Criobiología","Ph.D. en Farmacología","Universidad de los Andes","Argentina","NIVEL-4 Secreto","Activo","maría.lópez.fernánde@nest-lab.org","27/10/1986","24/02/2019","109"
"CE-42338","Rosa Medina Ramos","Neurociencias","Doctorado en Medicina","UNAL Medellín","Ecuador","NIVEL-2 Restringido","En revisión","rosa.medina.ramos@nest-lab.org","04/01/1973","22/10/2023","57"
"CE-24632","Paola Castillo Castro","Bioquímica Estructural","Ph.D. en Ciencias Biológicas","Universidad de Antioquia","Argentina","NIVEL-4 Secreto","Suspendido","paola.castillo.castr@progenitor.edu","18/02/1988","03/07/2016","17"
"CE-76308","Laura Torres Muñoz","Nanotecnología Biomédica","Ph.D. en Bioquímica","UNAL Medellín","Brasil","NIVEL-5 Umbra","Activo","laura.torres.muñoz@umbrella-corp.com","14/02/1969","23/01/2016","78"
"CE-35787","Carlos Reyes Cruz","Parasitología Molecular","M.D. Ph.D.","Centro Internacional de Agricultura Tropical","Uruguay","NIVEL-2 Restringido","Suspendido","carlos.reyes.cruz@arklay-science.com","26/04/1960","14/10/2023","98"
"CE-48300","Alejandro Jiménez Ruiz","Toxicología Ambiental","M.D. Ph.D.","Universidad Nacional de Colombia","Perú","NIVEL-3 Confidencial","Activo","alejandro.jiménez.ru@hcf-research.net","09/10/1970","23/04/2017","67"
"CE-86393","Ricardo Morales Rodríguez","Oncología Molecular","M.Sc. Genómica","Universidad Nacional de Colombia","Chile","NIVEL-5 Umbra","Activo","ricardo.morales.rodr@hcf-research.net","15/07/1978","19/10/2014","79"
"CE-63974","Miguel González Sánchez","Criobiología","Ph.D. en Química","Universidad de los Andes","Uruguay","NIVEL-5 Umbra","En revisión","miguel.gonzález.sánc@progenitor.edu","12/02/1974","20/07/2021","79"
"CE-22920","Carlos Herrera Ramos","Farmacología Experimental","Ph.D. Bioinformática","Universidad de Antioquia","México","NIVEL-4 Secreto","Activo","carlos.herrera.ramos@progenitor.edu","03/06/1968","15/11/2023","112"
"CE-26768","Natalia Medina Sánchez","Neurociencias","M.Sc. Genómica","Universidad Tecnológica de Pereira","Chile","NIVEL-1 Básico","Suspendido","natalia.medina.sánch@umbrella-corp.com","27/02/1978","04/04/2022","93"
"CE-91181","Ricardo González Castro","Neurociencias","Doctorado en Microbiología","Instituto Nacional de Salud","España","NIVEL-1 Básico","Activo","ricardo.gonzález.cas@nest-lab.org","06/05/1995","24/07/2023","32"
"CE-53246","Daniela Castillo Pérez","Criobiología","Ph.D. en Neurociencias","Universidad del Valle","Uruguay","NIVEL-3 Confidencial","Activo","daniela.castillo.pér@hcf-research.net","27/01/1991","27/02/2016","83"
"CE-34059","Manuel Castro Reyes","Genética Forense","Doctorado en Medicina","Universidad Industrial de Santander","Ecuador","NIVEL-5 Umbra","Activo","manuel.castro.reyes@nest-lab.org","02/03/1992","22/06/2010","59"
"CE-90467","Catalina Reyes Ríos","Microbiología Clínica","M.Sc. Biotecnología","Universidad del Cauca","España","NIVEL-4 Secreto","Activo","catalina.reyes.ríos@arklay-science.com","10/07/1988","13/01/2017","9"
"CE-67824","Natalia Díaz López","Toxicología Ambiental","Doctorado en Medicina","Universidad de los Andes","Venezuela","NIVEL-3 Confidencial","Activo","natalia.díaz.lópez@nest-lab.org","16/07/1960","16/05/2014","67"
"CE-70354","Luis Castillo Rodríguez","Criobiología","Ph.D. en Química","UNAL Medellín","Argentina","NIVEL-1 Básico","Activo","luis.castillo.rodríg@nest-lab.org","08/04/1968","06/07/2012","116"
"CE-47271","Catalina Medina Vargas","Biología Sintética","M.D. Ph.D.","Instituto Humboldt","Argentina","NIVEL-2 Restringido","En revisión","catalina.medina.varg@umbrella-corp.com","13/12/1985","26/06/2021","22"
"CE-80495","Héctor Mendoza Medina","Parasitología Molecular","Doctorado en Biología Molecular","UNAL Medellín","Ecuador","NIVEL-2 Restringido","Activo","héctor.mendoza.medin@nest-lab.org","03/04/1971","17/06/2011","25"
"CE-61168","Elena Díaz Muñoz","Toxicología Ambiental","M.D. Ph.D.","Universidad del Valle","Chile","NIVEL-4 Secreto","Activo","elena.díaz.muñoz@umbrella-corp.com","10/11/1964","19/07/2016","95"
"CE-31000","Ramón Sánchez Muñoz","Nanotecnología Biomédica","Doctorado en Medicina","Universidad del Valle","Chile","NIVEL-4 Secreto","Suspendido","ramón.sánchez.muñoz@arklay-science.com","11/01/1966","16/12/2023","52"
"CE-70352","Paula Castro Castillo","Virología Molecular","Ph.D. en Bioquímica","Instituto Humboldt","Brasil","NIVEL-4 Secreto","Activo","paula.castro.castill@arklay-science.com","18/10/1962","23/03/2012","118"
"CE-41244","Rosa Ortega Castro","Parasitología Molecular","Ph.D. en Neurociencias","Pontificia Universidad Javeriana","España","NIVEL-3 Confidencial","Activo","rosa.ortega.castro@hcf-research.net","20/08/1995","23/01/2023","54"
"CE-80141","Diego Morales Ríos","Nanotecnología Biomédica","M.D. Ph.D.","Universidad de los Andes","México","NIVEL-3 Confidencial","Activo","diego.morales.ríos@arklay-science.com","21/04/1965","12/08/2012","101"
"CE-74275","Alberto Delgado Jiménez","Genética Forense","Ph.D. en Bioquímica","Colciencias","Ecuador","NIVEL-4 Secreto","Suspendido","alberto.delgado.jimé@umbrella-corp.com","23/11/1992","21/11/2019","69"
